Interprete,Album,Track,Tema
DAGOSTINO ANGEL,EU 16011,15,LA SONAMBULA
DAGOSTINO ANGEL,EU 16011,15,LA SONAMBULA
MORA ENRIQUE CUARTETO,EL CATEDRATICO,1,LA SONAMBULA
ORQUESTA TIPICA VICTOR,ACORDATE,10,LA SONAMBULA
"D ARIENZO, JUAN",MUCHO MUCHO,13,LA SONRISA DE MAMA
ORQUESTA TIPICA VICTOR,ORQ. TIPICA VICTOR 1927/1934,13,LA SRENATA
"MORES, MARIANO",GRANDES EXITOS,7,LA TABLADA
"TROILO, ANIBAL",INSTRUMENTAL 1941--1944,8,LA TABLADA
BASSO JOSE,JOSE BASSO.CANTAN FIORENTINO,20,LA TABLADA
BASSO JOSE,LOS MEJORES INSTRUMENTALES,4,LA TABLADA
BIAGI RODOLFO,ESTRELLA,16,LA TABLADA
"BIAGI, RODOLFO","BIAGI, RODOLFO INSTRUMENTAL 41/65",18,LA TABLADA
CANARO FRANSISCO,FRANSISCO CANARO.INSTRUMENTALES PARA BAILAR,16,LA TABLADA
DONATO EDGARDO,SACALE PUNTA,6,LA TABLADA
DONATO EDGARDO,CANARO FRANCISCO,2,LA TABLADA
DONATO EDGARDO,CHIQUE,10,LA TABLADA
LEOPOLDO FEDERICO-ROBERTO GRELA,VOLUMEN 1,2,LA TABLADA
MORA ENRIQUE CUARTETO,EL CATEDRATICO,4,LA TABLADA
SALGAN HORACIO,LOS MEJORES INSTRUMENTALES,7,LA TABLADA
TROILO ANIBAL,VOLUMEN 2,13,LA TABLADA
TROILO ANIBAL,VOLUMEN 16,16,LA TABLADA
TROILO ANIBAL CUARTETO,VOLUMEN 21,11,LA TABLADA
TROILO ANIBAL-GRELA ROBERTO,SELLOS TK Y RCA,16,LA TABLADA
"DONATO, EDGARDO","DONATO, EDGARDO 1933 -- 1941",7,LA TAPERA
D AMARIO VICTOR,D AMARIO VICTOR (1951-1953),4,LA TORCACITA
DI SARLI CARLOS,MILONGUERO VIEJO,16,LA TORCACITA
DI SARLI CARLOS,AIETA-MARTINEZ,11,LA TORCACITA
RODRIGUEZ ENRIQUE,ESTO ES PURO COMPAS,11,LA TORCACITA
RODRIGUEZ ENRIQUE,LOS MEJORES...,2,LA TORCACITA
"RODRIGUEZ, ENRIQUE","RODRIGUEZ, ENRIQUE 1938/1961",2,LA TORCACITA
"OCAMPO, CARLOS MONTBRUN",PARA CUYO,7,LA TOTORA
"FRESEDO, OSVALDO",DE UN TIEMPO QUE PASO,8,LA TRAMPERA
CALO MIGUEL,MIGUEL CALO.DESPUES DE LAS ESTRELLAS,8,LA TRAMPERA
CALO MIGUEL,LOS MEJORES INSTRUMENTALES,5,LA TRAMPERA
QUINTETO PIRINCHO,LAS MILONGAS MAS MILONGAS,7,LA TRAMPERA
TROILO ANIBAL,VOLUMEN 9,7,LA TRAMPERA
TROILO ANIBAL,VOLUMEN 16,14,LA TRAMPERA
TROILO ANIBAL CUARTETO,VOLUMEN 22,15,LA TRAMPERA
TROILO ANIBAL-GRELA ROBERTO,SELLOS TK Y RCA,14,LA TRAMPERA
"TROILO, ANIBAL",BIEN MILONGA VOL. 01,7,LA TRAMPERA
PLAZA JULIAN,PLAZA JULIAN,18,LA TREGUA
FIRPO ROBERTO,DE VUELTA AL PAGO,24,LA TRIFULCA
FIRPO ROBERTO,A BAILAR,8,LA TRIFULCA
"DI SARLI, CARLOS",DI SARLI--RUFINO--PODESTA,19,LA TRILLA
DI SARLI CARLOS,MILONGUERO VIEJO,3,LA TRILLA
DI SARLI CARLOS,AROLAS EDUARDO,5,LA TRILLA
"DI SARLI, CARLOS",COLECC. 78 RPM 1940 - 1943,3,LA TRILLA
"SASSONE, FLORINDO",BIEN MILONGUERO VOL. 1,7,LA TRILLA
"SASSONE, FLORINDO","SASSONE, FLORINDO INSTRUMENTAL",2,LA TRILLA
TROILO ANIBAL,VOLUMEN 23,2,LA TRILLA
ZABALA MIGUEL,A BAILAR,25,LA TRILLA
PUGLIESE OSVALDO,PASIONAL,3,LA TUPUNGATINA
"TROILO, ANIBAL","NI MAS, NI MENOS",3,LA ULTIMA
SAN ROMAN SIRO,CADA VEZ QUE...,4,LA ULTIMA
TROILO ANIBAL,VOLUMEN 15,7,LA ULTIMA
TROILO ANIBAL,VOLUMEN 2,14,LA ULTIMA
CALO MIGUEL,MIGUEL CALO.DESPUES DE LAS ESTRELLAS,14,LA ULTIMA CITA
CALO MIGUEL,LOS MEJORES INSTRUMENTALES,7,LA ULTIMA CITA
CALO MIGUEL,BARDI AGUSTIN,17,LA ULTIMA CITA
CASAL JORGE,LA ULTIMA CITA,12,LA ULTIMA CITA
"SASSONE, FLORINDO","SASSONE, FLORINDO 78 RPM 1947/5621",13,LA ULTIMA CITA
VALOTTA JOSE,PERFUME DE MUJER,2,LA ULTIMA CITA
"DE ANGELIS, ALFREDO","EXITOS CON GODOY, FLORIO Y MARTEL",2,LA ULTIMA COPA
CALÓ MIGUEL,COL 5006,10,LA ÚLTIMA COPA
CANARO FRANSISCO,FRANSISCO CANARO.TANGOS INOLVIDABLES DEL 40,18,LA ULTIMA COPA
MAURÉ HÉCTOR,COL 5010,9,LA ÚLTIMA COPA
"PUGLIESE, OSVALDO",SUS EXITOS CON ALBERTO MORAN VOL. 2,1,LA ULTIMA COPA
DIAZ HUGO,TANGOS EN ARMONICA,1,LA ULTIMA CURDA
GOBBI ALFREDO,VOLUMEN 4,8,LA ULTIMA CURDA
"GOBBI, ALFREDO",ALFREDO GOBBI Y SUS CANTORES,22,LA ULTIMA CURDA
MIERES FERNANDO,NOSTALGIAS SIGLO XX,3,LA ULTIMA CURDA
ORQUESTA,ASI CANTA HORACIO PALMA,26,LA ULTIMA CURDA
"SALGAN, HORACIO",SILBANDO (URUGUAY),19,LA ULTIMA CURDA
TROILO ANIBAL,VOLUMEN 17,15,LA ULTIMA CURDA
TROILO ANIBAL,TANGOS FAMOSOS,9,LA ULTIMA CURDA
TROILO ANIBAL CUARTETO,VOLUMEN 22,13,LA ULTIMA CURDA
"TROILO, ANIBAL",SUR VOL. 05,3,LA ULTIMA CURDA
TANTURI RICARDO,UNA EMOCION,25,LA URUGUAYITA LUCIA
CALO MIGUEL,MIGUEL CALO.SUS EXITOS CON RAUL IRIARTE,2,LA VI LLEGAR
RODRIGUEZ ENRIQUE,MOTIVO SENTIMENTAL,22,LA VI LLEGAR
TROILO ANIBAL,VOLUMEN 4,22,LA VI LLEGAR
ROSSI CARLOS,HECHO A TANGOS,13,LA VIAJERA PERDIDA
TROILO ANIBAL,VOLUMEN 8,18,LA VIAJERA PERDIDA
ORQUESTA TIPICA VICTOR,BAILARIAS,5,LA VICTROLERA
"TANTURI, RICARDO",TANGOS DE MI CIUDAD,15,LA VIDA ES CORTA
LAURENZ PEDRO,VOLUMEN 1,16,LA VIDA ES UNA MILONGA
LAURENZ PEDRO,FIRULETEAR...,14,LA VIDA ES UNA MILONGA
"LAURENZ, PEDRO",COLECCION 78 R.P.M. 1937 -- 1943,12,LA VIDA ES UNA MILONGA
DI SARLI CARLOS,PRIMERA EPOCA,22,LA VIDA ME ENGAÑO
"DI SARLI, CARLOS",COLECC. 78 RPM 1940 - 1947,17,LA VIDA ME ENGAÑO
CANARO FRANCISCO,CUARTITO AZUL,12,LA VIDA SE VA
BASSO JOSE,VOLUMEN 2,13,LA VIEJA SERENATA
CASTILLO ALBERTO,ALBERTO CASTILLO.TANGOS Y VALSES,11,LA VIEJA SERENATA
GOBBI ALFREDO,VOLUMEN 1,14,LA VIEJA SERENATA
"VIDAL, JORGE",CONFIDENCIAS,5,LA VIEJA SERENATA
"MONTERO, MIGUEL",SUS PRIMERAS GRABACIONES,12,LA VIEJA VALE MAS
PUGLIESE OSVALDO,EL ESLABON PERDIDO,2,LA VIEJA VALE MAS
PUGLIESE OSVALDO,EL ESLABON PERDIDO,2,LA VIEJA VALE MAS
PUGLIESE OSVALDO,EL ESLABON PERDIDO,2,LA VIEJA VALE MAS
"PUGLIESE, OSVALDO",EL ESLABON PERDIDO,9,LA VIEJA VALE MAS
TROILO ANIBAL,VOLUMEN 9,16,LA VIOLETA
TROILO ANIBAL,VOLUMEN 24,15,LA VIOLETA
"TROILO, ANIBAL",BIEN MILONGA VOL. 01,16,LA VIOLETA
D AGOSTINO ANGEL,EL BAR DE ROSENDO,10,LA VIOLETERA
DAGOSTINO ANGEL,EU 16011,18,LA VIOLETERA
DAGOSTINO ANGEL,EU 16011,18,LA VIOLETERA
DAGOSTINO ANGEL,EU 16011,18,LA VIOLETERA
"CORSINI, IGNACIO",EL CABALLERO CANTOR,20,LA VIRGEN DEL PERDON
"CANARO, FRANCISCO",VIEJOS TANGOS DE MI FLOR,11,LA VIRUTA
"FRESEDO, OSVALDO",DE UN TIEMPO QUE PASO,10,LA VIRUTA
"BIAGI, RODOLFO","BIAGI, RODOLFO INSTRUMENTALES 41/65",9,LA VIRUTA
"D ARIENZO, JUAN",ATANICHE,13,LA VIRUTA
DARIENZO JUAN,ESTE ES EL REY,5,LA VIRUTA
DEMARIA CARLOS,BRINDIS DE TANGO,1,LA VIRUTA
FRESEDO OSVALDO,LOS MEJORES INSTRUMENTALES,7,LA VIRUTA
GOBBI ALFREDO,VOLUMEN 1,1,LA VIRUTA
GOBBI ALFREDO,DAN 401,15,LA VIRUTA
MORA ENRIQUE CUARTETO,EL CATEDRATICO,19,LA VIRUTA
"MORES, MARIANO",GRANDES EXITOS,9,LA VIRUTA
PONTIER ARMANDO,LOS MEJORES INSTRUMENTALES,1,LA VIRUTA
QUINTETO DON PANCHO,ZORRO GRIS,14,LA VIRUTA
"RODRIGUEZ, ENRIQUE",SUS PRIMEROS SUCESOS,20,LA VIUDITA DE LA ESQUINA
CANARO FRANCISCO,RAYERO,3,LA VOZ DEL BOHEMIO
"TROILO, ANIBAL","NI MAS, NI MENOS",12,LA VUELTA DEL MONTONERO
TROILO ANIBAL,VOLUMEN 15,14,LA VUELTA DEL MONTONERO
FRANCINI-PONTIER,VOLUMEN 1,17,LA YUMBA
FRANCINI-PONTIER,INSTRUMENTAL-1,4,LA YUMBA
FRANCINI-PONTIER,INSTRUMENTAL-1,4,LA YUMBA
FRANCINI-PONTIER,INSTRUMENTAL-1,4,LA YUMBA
LAS ROSITAS,ESTACIONES,12,LA YUMBA
PUGLIESE OSVALDO,VIVO TEATRO COLON,19,LA YUMBA
PUGLIESE OSVALDO,LOS MEJORES INSTRUMENTALES,7,LA YUMBA
PUGLIESE OSVALDO,COL 5021,11,LA YUMBA
PUGLIESE OSVALDO,BONUS TRACK,14,LA YUMBA
PUGLIESE OSVALDO,COL 5021,11,LA YUMBA
PUGLIESE OSVALDO,BONUS TRACK,14,LA YUMBA
PUGLIESE OSVALDO,COL 5021,11,LA YUMBA
PUGLIESE OSVALDO,BONUS TRACK,14,LA YUMBA
DEMARCO MARIO,SIN TACHA,5,LA ZAPADA
CALO ROBERTO,R. CALO Y SUS CANTORES,1,LADRILLO
ORQUESTA,ASI CANTA HORACIO PALMA,19,LADRILLO
RUFINO ROBERTO,VARIAS ORQUESTAS,11,LADRILLO
COBIAN JUAN CARLOS,SHUSHETA,11,LADRON
DONATO EDGARDO,CORRALES VIEJOS,24,LAGRIMAS
LOS ASTROS DEL TANGO,VOL. 1,17,LAGRIMAS
MANCIONE ALBERTO,LOS MEJORES INSTRUMENTALES,8,LAGRIMAS
MANCIONE ALBERTO,MANCIONE Y SUS CANTORES,13,LAGRIMAS
ROBERTO FIRPO CUARTETO,AROLAS EDUARDO,7,LAGRIMAS
"SASSONE, FLORINDO",BIEN MILONGUERO VOL.1,1,LAGRIMAS
"SASSONE, FLORINDO","SASSONE, FLORINDO INSTRUMENTAL",5,LAGRIMAS
"SASSONE, FLORINDO","SASSONE, FLORINDO 78 RPM 1947/56",24,LAGRIMAS
"DE ANGELIS, ALFREDO",TANGOS SENTIMENTALES,8,LAGRIMAS DE SANGRE
DEL RIO ALFREDO,COL 5013,5,LÁGRIMAS DE SANGRE
DEL RIO ALFREDO,COL 5013,5,LÁGRIMAS DE SANGRE
DEL RIO ALFREDO,COL 5013,5,LÁGRIMAS DE SANGRE
DEL RIO ALFREDO,COL 5013,5,LÁGRIMAS DE SANGRE
DEL RIO ALFREDO,COL 5013,5,LÁGRIMAS DE SANGRE
GIACCONE HUGO,Y SIGO AQUI,6,LAGRIMAS DE SANGRE
GOBBI ALFREDO,VOLUMEN 3,14,LAGRIMAS DE SANGRE
BIAGI RODOLFO,PINTA ORILLERA,19,LAGRIMAS Y SONRISAS
GOBBI ALFREDO,VOLUMEN 3,7,LAGRIMAS Y SONRISAS
RACCIATTI DONATO,LINDO TIEMPO...,2,LAGRIMAS Y SONRISAS
"RODRIGUEZ, ENRIQUE",TEMAS INOLVIDABLES,11,LAGRIMITAS DE MI CORAZON
TROILO ANIBAL,VOLUMEN 8,4,LAGRIMITAS DE MI CORAZON
TROILO ANIBAL,VALSES,21,LAGRIMITAS DE MI CORAZON
LOMUTO FRANCISCO,QUEJIDOS DE TANGO,5,LAMENTO CRIOLLO
MAGLIO JUAN,SE VA LA LANCHA,14,LAMENTO GAUCHO
COBIAN JUAN CARLOS,SHUSHETA,14,LAMENTO PAMPEANO
DARIENZO JUAN,YO ME PRESENTO AQUI,22,LANGOSTA
RODRIGUEZ ENRIQUE,TANGOS Y RITMOS,2,LANGOSTA
MANCIONE ALBERTO,VOLUMEN 1,7,LARGA NOCHE
MANCIONE ALBERTO,RADIALES INEDITAS,19,LARGA NOCHE
MANCIONE ALBERTO,MANCIONE Y SUS CANTORES,8,LARGA NOCHE
DE ANGELIS ALFREDO,PARA USTEDES...,9,LARGARON
TROILO ANIBAL,VOLUMEN 19,17,LAS ARRUGAS DE MI FRENTE
CALÓ MIGUEL,COL 5003,16,LAS CAMPANAS
"CALO, MIGUEL","CALO, MIGUEL Y SUS CANTORES",3,LAS CAMPANAS
TROILO ANIBAL,VOLUMEN 18,10,LAS CARRETAS
FRANCINI-PONTIER,BATC 89226,18,LAS COSAS QUE ME HAN QUEDADO
FRANCINI-PONTIER,VOLUMEN 5,18,LAS COSAS QUE ME HAN QUEDADO
ALONSO OSCAR,CHE BANDONEON,11,LAS CUARENTA
"CANARO, FRANCISCO",INVIERNO 1937,15,LAS CUARENTA
CHARLO,SUS GRANDES EXITOS,18,LAS CUARENTA
LOMUTO FRANCISCO,QUE TIEMPO AQUEL,10,LAS CUARENTA
LOMUTO FRANCISCO,ESTIRPE DE TANGO,3,LAS CUARENTA
"LOMUTO, FRANCISCO","LOMUTO, FRANCISCO COLEC. 78 RPM",7,LAS CUARENTA
MAIZANI AZUCENA,PERO YO SE,13,LAS CUARENTA
PUGLIESE OSVALDO,COL 5020,7,LAS CUARENTA
PUGLIESE OSVALDO,COL 5020,7,LAS CUARENTA
PUGLIESE OSVALDO,COL 5020,7,LAS CUARENTA
"REYES, TITO",DURAN -- REYES,15,LAS CUARENTA
CANARO FRANCISCO,CANARO-MAIDA,14,LAS DOCE MENOS CINCO
"OCAMPO, CARLOS MONTBRUN",PARA CUYO,2,LAS DOS PUNTAS PISTA 02
CANARO FRANCISCO,FIRPO-CANARO,11,LAS MARGARITAS
"CANARO, FRANCISCO",VALSES Y RANCHERAS,8,LAS MARGARITAS
PUGLIESE OSVALDO,VAYAN SALIENDO,18,LAS MARIONETAS
CANARO FRANCISCO,CUARTITO AZUL,7,LAS PROMESAS DEL AMOR
CANARO FRANSISCO,FRANSISCO CANARO.CANTA ALBERTO ARENAS,18,LAS VUELTAS DE LA VIDA
KAPLUN RAUL,BALIOTTI-KAPLUN,20,LATIDOS DE AMOR
KAPLUN RAUL,RADIALES INEDITAS,2,LATIDOS DE AMOR
"TROILO , ANIBAL",INSTRUMENTAL 1941--1944,13,LE DISTINGUIDO CIUDADANO PISTA 13
BALCARCE EMILIO,YO SOY MILONGA,20,LECHERITO DEL ABASTO
CASTILLO ALBERTO,ALBERTO CASTILLO.SUS PRIMEROS EXITOS VOL 1,12,LECHERITO DEL ABASTO
ORQUESTA TODO CORAZON,LATIDOS,14,LEJANA TIERRA MIA
TAGINI VANINA,OTRO CANTAR,5,LEJANA TIERRA MIA
FEDERICO LEOPOLDO,BATC 89042,11,LEJANO
CALO MIGUEL,MIGUEL CALO.AL COMPAS DEL CORAZON,6,LEJOS DE BUENOS AIRES
CALO MIGUEL,CUATRO COMPASES,8,LEJOS DE BUENOS AIRES
CALO MIGUEL,BATC 89188,3,LEJOS DE BUENOS AIRES
CALO MIGUEL,ORQUESTA ESTRELLAS,1,LEJOS DE BUENOS AIRES
TROILO ANIBAL,VOLUMEN 2,14,LEJOS DE BUENOS AIRES
BIAGI RODOLFO,PURA CLASE,8,LEJOS DE TI
DARIENZO JUAN,AROLAS EDUARDO,4,LELIA
CABALLERO MANUEL,PA LOS QUE SEPAN BAILAR,7,LEÑA
"D ARIENZO, JUAN",ANDANZAS 1944/1948,13,LENGUAS DE FUEGO
DARIENZO JUAN,SIN AMOR,14,LENGUAS DE FUEGO
"SOSA, JULIO","CON PERMISO, SOY EL TANGO",10,LEVANTA LA FRENTE
"FRESEDO, OSVALDO",SUS EXITOS CON O. SERPA Y R. RUIZ,11,LEVANTA TU CORAZON
"FRESEDO, OSVALDO",TANGO MILONGUERO,20,LEVANTA TU CORAZON
"DE ANGELIS, ALFREDO",LOS DUOS CON DANTE Y LARROCA,14,LEYENDA DEL RIO
FEDERICO DOMINGO,LOS MEJORES INSTRUMENTALES,7,LEYENDA GAUCHA
ORQUESTA TIPICA VICTOR,BAILARIAS,21,LIBERTAD
LAS ROSITAS,ESTACIONES,6,LIBERTANGO
PIRO OSVALDO,VOLUMEN II,18,LIBERTANGO
"FRESEDO, OSVALDO",SUS EXITOS CON O. SERPA Y R. RUIZ,12,LIBRE
FRESEDO OSVALDO,TANGO GRIS,19,LIBRE
"D ARIENZO, JUAN",COMPADRON 1940/1944,19,LILIAN
DARIENZO JUAN,DAN 402,4,LILIAN
MAURÉ HÉCTOR,COL 5010,6,LILIAN
VARELA HECTOR,MATINEE DE TANGO,21,LILIAN
ALEMAN OSCAR,TENGO RITMO,11,LIMEHOUSE BLUES
CALO ROBERTO,R. CALO Y SUS CANTORES,3,LIMOSNA DE AMOR
RACCIATTI DONATO,LINDO TIEMPO...,15,LIMOSNA DE AMOR
"DE ANGELIS, ALFREDO",LOS DUOS CON DANTE Y LARROCA,4,LINA
DEMARIA CARLOS,BRINDIS DE TANGO,18,LINDA
MORES MARIANO,MORES MARIANO,14,LINDA
LOMUTO FRANCISCO,PERFUME DE MUJER,24,LINDA FRANCESITA
"LOMUTO, FRANCISCO",PERFUME DE MUJER,24,LINDA FRANCESITA
SASSONE FLORINDO,TOMAS RADIALES Y DE TV,5,LINDA MORENITA
RACCIATTI DONATO,LINDO TIEMPO...,17,LINDO TIEMPO AQUEL DE AYER
LOMUTO FRANCISCO,QUEJIDOS DE TANGO,1,LINDO TIPO DE VARON
ORQUESTA TIPICA VICTOR,ORQ TIPICA VICTOR 78 RPM 1930/1944,4,LLAMALE H
"PUGLIESE, OSVALDO",SUS EXITOS CNO ALBERTO MORAN VOL. 2,7,LLAMAME
DI SARLI CARLOS,NUBES DE HUMO,4,LLAMAME AMOR MIO
CANARO FRANCISCO,ALMA PORTEÑA,11,LLANTO
ARTISTAS VARIOS,BOLEROS INOLVIDABLES,5,LLANTO DE LUNA
MAURÉ HÉCTOR,COL 5010,13,LLANTO REO
FRESEDO OSVALDO,TANGO GRIS,11,LLEGARAS AMOR
"DE ANGELIS, ALFREDO","EXITOS CON GODOY, FLORIO Y MARTEL",7,LLEVAME CARRETERO
MANCIONE ALBERTO,MANCIONE Y SUS CANTORES,11,LLEVAME CONTIGO
"MAFFIA, PEDRO","EL PENSAMIENTO/MAFFIA,PEDRO",20,LLEVAME EN TUS ALAS
PALACIOS HÉCTOR,COL 5007,6,LLÉVAME LEJOS
"PUGLIESE, OSVALDO",SUS EXITOS CON ALBERTO MORAN VOL. 2,4,LLEVATELO TODO
FRESEDO OSVALDO,MALDONADO,16,LLEVATELO TODO
RODRIGUEZ ENRIQUE,ESTE ES TU TANGO,14,LLORA CORAZON
"RODRIGUEZ, ENRIQUE","TANGOS, VALSES Y MILONGAS",3,LLORA CORAZON
"DAGOSTINO, ANGEL",TANGO DE LOS ANGELES VOL.1,16,LLORA VIDA MIA
"DI SARLI, CARLOS",DI SARLI--RUFINO--PODESTA VOL. 3,14,LLORAN LAS CAMPANAS
DI SARLI CARLOS,NIDO GAUCHO,15,LLORAN LAS CAMPANAS
GARCIA JOSE,LOS ZORROS GRISES,20,LLORAN LAS CAMPANAS
GARCIA JOSE Y LOS ZORROS GRISES,TU SILENCIO,16,LLORAN LAS CAMPANAS
"MAFFIA, PEDRO","JUVENTUD MAFFIA, PEDRO 1929/1930",18,LLORANDO LA CARTA
RODRIGUEZ ENRIQUE,ESTO ES PURO COMPAS,15,LLORAR POR UNA MUJER
"TROILO, ANIBAL",VOLUMEN 6,3,"LLORARAS, LLORARAS"
HERMANAS BERON,PORTEÑOS Y PROVINCIANOS,8,LLORARE PISTA 08
DARIENZO JUAN,EU 16009,20,LLORE POR LOS DOS
DARIENZO JUAN,EU 16009,20,LLORE POR LOS DOS
DARIENZO JUAN,EU 16009,20,LLORE POR LOS DOS
BELUSI ALFREDO,SUEÑO MALEVO,19,LLORO COMO UNA MUJER
FRANCINI-PONTIER,VOLUMEN 3,9,LLORO COMO UNA MUJER
"REYES, TITO",DURAN -- REYES,23,LLORO COMO UNA MUJER
ALONSO OSCAR,CHE BANDONEON,3,LLUEVE
PALACIOS HÉCTOR,COL 5007,10,LLUEVE
"DI SARLI, CARLOS",DI SARLI--RUFINO--PODESTA,15,LLUEVE OTRA VEZ
LAURENZ PEDRO,PATRIA MIA,15,LLUEVE OTRA VEZ
LAURENZ PEDRO,VOLUMEN 3,5,LLUEVE OTRA VEZ
"LAURENZ, PEDRO",CREACIONES INOLVIDABLES CON PODESTA Y BERMUDEZ,17,LLUEVE OTRA VEZ
"LAURENZ, PEDRO",AMURADO 1944/1953,2,LLUEVE OTRA VEZ
CALO MIGUEL,MIGUEL CALO.SUS EXITOS CON RAURL IRIARTE VOL2,1,LLUVIA DE ABRIL
CALO MIGUEL,RECORDANDO EXITOS,22,LLUVIA DE ABRIL
"MADERNA, OSMAR","MADERNA, OSMAR 1946--1951",10,LLUVIA DE ESTRELLAS
DE ANGELIS ALFREDO,AL COLORADO...,22,LLUVIA DE ESTRELLAS
MADERNA OSMAR,LOS MEJORES INSTRUMENTALES,11,LLUVIA DE ESTRELLAS
"MADERNA, OSMAR","MADERNA, OSMAR VOL. 02 (1947/1949)",17,LLUVIA DE ESTRELLAS
"FRESEDO, OSVALDO",NOSTALGIA,14,LLUVIA SOBRE EL MAR
CHARLO,SUS GRANDES EXITOS,14,LLUVIA SOBRE EL MAR
FRANCINI-PONTIER,BATC 89226,12,LLUVIA SOBRE EL MAR
"FRESEDO, OSVALDO",NOSTALGIA,16,LO HAN VISTO CON OTRA
BASSO JOSE,JOSE BASSO.SUS EXITOS CON FLOREAL RUIZ,2,LO HAN VISTO CON OTRA
CALÓ MIGUEL,COL 5006,14,LO HAN VISTO CON OTRA
CANARO FRANCISCO,COL 5024,2,LO HAN VISTO CON OTRA
CANARO FRANCISCO,COL 5024,2,LO HAN VISTO CON OTRA
CANARO FRANCISCO,COL 5024,2,LO HAN VISTO CON OTRA
CANARO FRANSISCO,FRANSISCO CANARO.TE ACORDAS HERMANO?,6,LO HAN VISTO CON OTRA
CORSINI IGNACIO,EL TROVADOR,10,LO HAN VISTO CON OTRA
DEMARCO MARIO,SIN TACHA,10,LO HAN VISTO CON OTRA
FEDERICO LEOPOLDO,BATC 89042,5,LO HAN VISTO CON OTRA
OMAR NELLY,TOMAS RADIALES 1,10,LO HAN VISTO CON OTRA
RUFINO ROBERTO,EL TANGO EN LA TV,14,LO HAN VISTO CON OTRA
SALGAN-DE LIO GRAN ORQUESTA-JAPÓN,COL 5018,8,LO HAN VISTO CON OTRA
SALGAN-DE LIO GRAN ORQUESTA-JAPÓN,COL 5018,8,LO HAN VISTO CON OTRA
SALGAN-DE LIO GRAN ORQUESTA-JAPÓN,COL 5018,8,LO HAN VISTO CON OTRA
TROILO ANÍBAL,COL 5001,5,LO HAN VISTO CON OTRA
"DEMARE, LUCIO",NEGRO EL 20 1944-1951,14,LO MISMO QUE UN TANGO
DI SARLI CARLOS,MILONGA DEL SENTIMIENTO,16,LO MISMO QUE ANTES
RUFINO ROBERTO,VARIAS ORQUESTAS,4,LO MISMO QUE ANTES
DEMARE LUCIO,VOLUMEN 4,3,LO MISMO QUE UN TANGO
"D ARIENZO, JUAN",COLOR CIELO 1944/1947,13,"LO MISMO, QUE AYER"
CANARO FRANSISCO,FRANSISCO CANARO.CANTA ERNESTO FAMA VOL2,13,LO PASAO ..PASO
"DI SARLI, CARLOS",COLECC. 78 RPM 1940 - 1943,7,LO PASAO PASO
CANARO FRANCISCO,CUARTITO AZUL,17,LO QUE EL VIENTO SE LLEVO
CANARO FRANCISCO,LA ROMPEDORA,9,LO QUE EL VIENTO SE LLEVO
DI SARLI CARLOS,SEGUNDA EPOCA,8,LO QUE ME HABLARON DE VOS
DI SARLI CARLOS,EU 16010,20,LO QUE ME HABLARON DE VOS
DI SARLI CARLOS,EU 16010,20,LO QUE ME HABLARON DE VOS
DI SARLI CARLOS,EU 16010,20,LO QUE ME HABLARON DE VOS
"ROTUNDO, FRANCISCO","ROTUNDO, PARA RECORDARLO",17,LO QUE ME HABLARON DE VOS
CANARO FRANCISCO,RAYERO,6,LO QUE NUNCA TE DIRAN
FRANCINI-PONTIER,BATC 89227,6,LO QUE VENDRA
FRANCINI-PONTIER,INSTRUMENTAL-2,14,LO QUE VENDRA
FRANCINI-PONTIER,INSTRUMENTAL-2,14,LO QUE VENDRA
"PIAZZOLLA, ASTOR",OCTETO BUENOS AIRES -1957,11,LO QUE VENDRA
"PIAZZOLLA, ASTOR",OCTETO BUENOS AIRES -1957,11,LO QUE VENDRA
"PIAZZOLLA, ASTOR",OCTETO BUENOS AIRES -1957,11,LO QUE VENDRA
TROILO ANIBAL,VOLUMEN 15,5,LO QUE VENDRA
TROILO ANIBAL,VOLUMEN 17,1,LO QUE VENDRA
TROILO ANIBAL,HOMENAJE II,16,LO QUE VENDRA
VALOTTA JOSE,PERFUME DE MUJER,12,LO QUE VENDRA
"TROILO, ANIBAL","NI MAS, NI MENOS",2,LO QUE VOS TE MERECES
"BASSO, JOSE","BASSO, J. --- BELUSI, A. VOL. 01",2,LO QUE VOS TE MERECES
BELUSI ALFREDO,SUEÑO MALEVO,6,LO QUE VOS TE MERECES
"CALO, MIGUEL","CALO, MIGUEL Y SUS CANTORES",18,LO QUE VOS TE MERECES
GOYENECHE ROBERTO,PRIMERAS GRABACIONES,13,LO QUE VOS TE MERECES
TROILO ANIBAL,VOLUMEN 15,3,LO QUE VOS TE MERECES
"VIDAL, JORGE",RECORDANDO EXITOS,15,LO QUE VOS TE MERECES
BASSO JOSE,JOSE BASSO.SUS EXITOS CON OSCAR FERRARI,15,LO SIENTO EN EL ALMA
OSCAR FERRARI,1949-1960,9,LO SIENTO EN EL ALMA
"CANARO, FRANCISCO",VIEJOS TANGOS DE MI FLOR,19,LOCA
"D ARIENZO, JUAN",LOS MEJORES INSTRUMENTALES 50/55,20,LOCA
DARIENZO JUAN,CLAVEL,20,LOCA
DARIENZO JUAN,DOS MAESTROS...,20,LOCA
QUINTETO DON PANCHO,ZORRO GRIS,9,LOCA
MADERNA OSMAR,VOLUMEN 1,20,LOCA BOHEMIA
"MADERNA, OSMAR","MADERNA, OSMAR VOL. 01 (1946/1947)",20,LOCA BOHEMIA
